ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count	HMDB_ChEBI	HMDB_ChEBI_count	keymolnet_id	KEGG_KMN_count	KEGG_KMN_molecules
H01594	Myasthenia gravis	D009157	NO_DATA	G70.0	8C60	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Eculizumab;Pyridostigmine bromide;Edrophonium chloride	D03940;D00487;D00994	DB00545;DB01010	219685-50-4;101-26-8;116-38-1	NA;8666;4759	0.0	0.0	2.0	NO_DATA	0.0	KMN672	45.0	P48788;P10643;P45378;P43681;P11230;P13671;P32297;P04439;P07360;P20309;P01920;Q15822;P05113;Q9UGM1;P01889;P08912;P02748;P07510;P01031;Q14116;P05231;P02708;P01909;P07357;O15146;P01911;P08172;Q15825;P07358;P36544;Q05901;P01906;Q07001;P11229;P01579;P05538;P01024;P17787;Q13702;P08173;P30532;P22301;P30926;Q04844;Q9GZZ6
H01596	Lambert-Eaton myasthenic syndrome	D015624	NO_DATA	G73.1	8C62	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Amifampridine;Amifampridine phosphate;Guanidine hydrochloride	D10228;D10689;D11626	NO_DATA	54-96-6;446254-47-3;50-01-1	NA;NA;NA	0.0	0.0	0.0	NO_DATA	0.0	KMN650	3.0	CHEBI:15355;Q08289;O00555
H01597	Restless legs syndrome	D012148	102300	G25.8	7A80	NO_DATA	Willis Ekbom disease	NO_DATA	NO_DATA	NO_DATA	Gabapentin enacarbil;Ropinirole hydrochloride;Pramipexole dihydrochloride;Rotigotine	D09539;D00784;D00559;D05768	DB00268;DB00413	NA;91374-20-8;191217-81-9;99755-59-6	NA;8889;51147;8356;NA	0.0	0.0	2.0	NO_DATA	0.0	KMN597	24.0	P23468;P02792;P48200;P01210;Q8N4E7;CHEBI:18243;O15534;Q13618;P56645;Q96Q07;P35462;O15405;Q13163;O15055;P84550;Q9UNS1;P02794;O00470;P01189;CHEBI:29033;P20366;P14416;Q13519;P01213
H01598	Addison disease	D000224	240200;300200	E27.1	5A74.0	NO_DATA	Primary adrenal insufficiency;Hypoadrenocorticism	NO_DATA	NR0B1	F1D8P4;P51843	Triamcinolone acetonide;Dexamethasone sodium phosphate;Hydrocortisone;Prednisolone sodium phosphate;Prednisone;Fludrocortisone acetate	D00983;D00975;D00088;D00981;D00473;D00986	DB00620;DB01234;DB00741;DB00860;DB00635;DB00687	76-25-5;2392-39-4;50-23-7;125-02-0;NA;514-36-3	71418;4462;17650;8379;NA;5102	2.0	1.0	6.0	28918;15903;17650	3.0	KMN312	16.0	CHEBI:27584;Q01718;CHEBI:28918;P01889;P01911;P01189;P05108;P01019;CHEBI:29103;P08686;CHEBI:17650;P01185;F1D8P4;CHEBI:15903;CHEBI:29101;P51843
H01603	Primary aldosteronism	D006929	103900;613677;617027;615474	E26.0	5A72.0	NO_DATA	NO_DATA	NO_DATA	ATP1A1;CACNA1D;KCNJ5;CACNA1H;CYP11B1;ATP2B3	Q8TDD0;B3KQH9;A0A5J6E2W8;O95180;Q59GD8;Q01668;Q16720;P05023;P15538;P48544	Spironolactone	D00443	DB00421	52-01-7	9241	10.0	6.0	1.0	88734	1.0	KMN332	15.0	CHEBI:27584;Q59GD8;Q01668;P48544;A0A5J6E2W8;P00797;B3KQH9;Q16720;P05023;P15538;CHEBI:29103;CHEBI:88734;CHEBI:29101;Q8TDD0;O95180
H01605	Myelofibrosis	D055728	NO_DATA	D47.4	2A20.2	NO_DATA	NO_DATA	NO_DATA	MPL;CALR;JAK2	P27797;P40238;O60674;V9HW88	Oxymetholone;Ruxolitinib phosphate;Fedratinib hydrochloride	D00490;D09960;D11296	NO_DATA	434-07-1;1092939-17-7;1374744-69-0	7864;66917;NA	4.0	3.0	0.0	NO_DATA	0.0	KMN163	15.0	P27797;Q99988;P04085;P01127;P10600;P40225;P61812;Q9GZP0;P01137;V9HW88;O00292;O60674;P02776;P40238;Q9NRA1
H01612	Essential thrombocytosis	D013920	NO_DATA	D47.3	3B63	NO_DATA	NO_DATA	NO_DATA	MPL;CALR;JAK2	P40238;P27797;V9HW88;O60674	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	3.0	0.0	NO_DATA	0.0	KMN244	9.0	P27797;P16109;Q8N6Q3;Q16621;P40225;V9HW88;O60674;Q07817;P40238
H01613	Follicular lymphoma	D008224	NO_DATA	C82	2A80	NO_DATA	NO_DATA	NO_DATA	IgH-BCL2;EP300;CREBBP;EZH2;MEF2B;MLL2	A0A024R7N0;Q7Z6C1;Q9UMN6;Q09472;Q92793;Q6PIA1;Q15910;A0A024R2B3;O14686;P10415;Q02080;Q59FG6	Chlorambucil;Idelalisib;Copanlisib hydrochloride hydrate;Duvelisib;Obinutuzumab;Interferon alfa-2b;Lenalidomide;Ibritumomab tiuxetan;Umbralisib tosylate;Rituximab and hyaluronidase;Lisocabtagene maraleucel	D00266;D10560;D10798;D10555;D09321;D02745;D04687;D04489;D11323;D11393;D11990	DB00291;DB00105;DB00480;DB00078	305-03-3;870281-82-6;NA;1201438-56-3;949142-50-1;99210-65-8;191732-72-6;206181-63-7;1532533-72-4;NA;NA	28830;NA;NA;NA;NA;NA;63791;NA;NA;NA;NA	12.0	6.0	4.0	NO_DATA	0.0	KMN132	37.0	P01730;P12314;Q59FG6;O60880;O43561;Q9P0V9;P01871;Q08881;Q6PIZ9;P0C0L4;P25942;P55895;P04637;P09564;Q09472;Q9UMN6;P06729;Q9UJU2;P02746;Q15910;A0A024R2B3;P02745;Q6PIA1;Q92793;Q99538;A0A024R7N0;P10415;P01024;Q7Z6C1;P05112;P41182;O14686;P10966;O60602;Q02080;P15918;Q16581
H01614	Multiple system atrophy	D019578;D020955;D009849;D012791	146500	G23	8D87.0	NO_DATA	NO_DATA	NO_DATA	COQ2	Q96H96	Droxidopa	D01277	NO_DATA	23651-95-8	31524	1.0	1.0	0.0	NO_DATA	0.0	KMN612	14.0	Q9NZH6;Q8WWZ1;P18510;Q96H96;P37840;P01584;Q9UHA7;P35368;Q9NZH7;P01583;Q14116;P10145;Q9UBH0;Q9NZH8
H01619	Primary pulmonary hypertension	D065627	178600	I27.0	BB01	NO_DATA	NO_DATA	NO_DATA	BMPR2	Q13873	Nitric oxide	D00074	DB00435	10102-43-9	16480	1.0	1.0	1.0	NO_DATA	0.0	KMN728	163.0	P08908;P28221;P08253;P22004;Q02153;CHEBI:29016;O60503;O60359;Q70Z44;Q9UBN1;P45452;Q8NFM4;CHEBI:16467;P34969;P46098;P08218;O95972;P08476;P50406;Q02108;O43497;O00292;Q7Z3S7;P58166;Q9ULZ9;CHEBI:26995;Q9NRA1;P05305;Q9H239;P12644;P12643;P22003;Q13698;CHEBI:16480;P54289;CHEBI:17489;Q08462;Q13936;P04085;Q9UNI1;O75343;Q02641;P61812;P24821;Q08289;O00555;CHEBI:28790;Q9H306;P24347;P13497;Q9NRE1;O60266;CHEBI:15552;P49765;P27539;P10600;Q00975;P05111;Q9NR23;CHEBI:15627;P34820;P49767;O95390;P40145;P41595;A5X5Y0;P12645;P29475;Q9NY47;Q08828;Q99542;Q9Y5R2;Q96S42;P09529;Q6KF10;P28335;O95264;P51512;Q8WXS5;Q9P0X4;CHEBI:29108;P54284;O95622;P49763;P28566;Q7Z4P5;P62955;O95393;P09093;O95180;O00305;P15692;P35228;P37023;Q99988;CHEBI:16356;P08217;P08118;Q02846;P37173;Q9BXT2;P31645;P14780;P12821;P50281;P22894;P58294;P51828;Q7Z5Y6;Q06432;P55107;Q8WXA8;P20594;P04279;P28223;P08254;P18075;P01127;P51511;P30939;P05121;O43915;Q01668;Q15878;P29474;P16066;Q9NPA2;Q9Y698;Q8N119;P03956;P09237;P09238;O43306;P43026;O75900;P01137;P03971;O60840;Q13639;Q9UK05;Q07812;O60882;P08246;P51841;O60383;Q16647;P39900;P55103;Q96PN6;P31327;P33402;O14793;P47898;P08473;Q9UF02;P25092;P28222;P35968;Q9GZP0;Q13873;Q8IZS8;P08861;P01019
H01632	Angina pectoris	D000787	NO_DATA	I20	BA40	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Aspirin;Prasugrel hydrochloride;Nitroglycerin;Isosorbide dinitrate;Isosorbide mononitrate;Ranolazine;Diltiazem hydrochloride;Propranolol hydrochloride;Nadolol;Metoprolol tartrate;Atenolol;Amlodipine besylate;Nifedipine;Verapamil hydrochloride;Lovastatin;Atorvastatin calcium;Amlodipine besilate and atorvastatin calcium;Amyl nitrite	D00109;D05597;D00515;D00516;D00630;D05700;D00616;D00483;D00432;D00601;D00235;D00615;D00437;D00619;D00359;D02258;D08488;D00517	DB00945;DB00727;DB00883;DB01020;DB00243;DB00343;DB00571;DB01203;DB00264;DB00335;DB00381;DB01115;DB00661;DB00227;DB01612	50-78-2;389574-19-0;55-63-0;87-33-2;16051-77-7;95635-55-5;33286-22-5;318-98-9;42200-33-9;56392-17-7;29122-68-7;111470-99-6;21829-25-4;152-11-4;75330-75-5;344423-98-9;NA;110-46-3	15365;87697;28787;6061;6062;87681;645509;8500;7444;6906;2904;2669;7565;53188;40303;2911;NA;2691	0.0	0.0	15.0	NO_DATA	0.0	KMN725	31.0	P48788;CHEBI:28790;P12277;P45378;Q8TD08;P53779;Q16539;Q15759;P28482;P16860;P45984;P45379;CHEBI:15422;CHEBI:25029;P13805;P53778;P29965;P02741;P19237;CHEBI:26333;P19429;Q13164;CHEBI:16335;P06732;CHEBI:33567;Q16659;CHEBI:29108;P45983;O15264;P27361;P31152
H01636	Fibromyalgia	D005356	NO_DATA	M79.7	MG30.01	NO_DATA	Fibromyalgia syndrome	NO_DATA	NO_DATA	NO_DATA	Pregabalin;Duloxetine hydrochloride	D02716;D01179	DB00230;DB00476	148553-50-8;136434-34-9	64356;31526	0.0	0.0	2.0	NO_DATA	0.0	KMN814	32.0	CHEBI:28790;Q8TCU5;O15399;CHEBI:17650;P01583;O60391;P31645;Q05586;P18510;CHEBI:18243;Q14957;Q9NZH7;Q14116;P05231;CHEBI:25029;Q13224;Q9UBH0;CHEBI:26523;Q9NZH8;Q9NZH6;Q8WWZ1;P01242;Q9UHA7;P01584;CHEBI:26333;CHEBI:16480;P01241;P01138;Q7Z429;P01375;Q12879;P20366
H01639	Endometriosis	D004715	NO_DATA	N80	GA10	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Medroxyprogesterone acetate;Danazol;Nafarelin acetate;Elagolix sodium;Leuprolide acetate;Goserelin acetate	D00951;D00289;D00990;D09336;D00989;D00573	DB00603;DB00666;DB00007;DB00014	71-58-9;17230-88-5;86220-42-0;832720-36-2;74381-53-6;145781-92-6	6716;4315;7446;NA;63597;5523	0.0	0.0	4.0	NO_DATA	0.0	KMN845	215.0	Q8NCC3;P05230;O60733;P01033;Q9H251;P01344;O15496;P09603;P01871;P29459;Q9HCT0;P01374;P37231;P55285;Q9UN71;O75715;P06401;P09488;P07996;Q9ULB5;P47712;O00292;Q9UBH0;Q9NRA1;Q92913;P55291;Q12864;Q68DD2;P23219;P37059;P47989;Q3MJ16;P04798;Q9HBT6;P55283;P00533;Q9BZM1;CHEBI:15553;P35625;Q86XP0;P04085;Q86UP0;Q6V1P9;P60484;P61812;P01877;Q9UJ99;P18065;O14880;O43320;Q9UNK4;P04054;P13500;Q9NST1;O76093;P36969;P33151;P0C869;P05106;P19438;P24347;Q99727;P05113;P49765;O95750;Q8TED1;P10600;Q9NZK7;Q14116;P05362;P31371;P21781;P49767;CHEBI:28158;P00738;Q9NZH6;P01591;CHEBI:17026;CHEBI:17263;P35225;Q9UHA7;P01584;Q9Y6N8;CHEBI:26333;P07203;P10275;P55289;P29460;P01024;P05112;CHEBI:15551;P19022;O75309;P13501;P05107;P01375;P01857;P31260;Q92915;P49763;Q9NSA1;P01903;P22352;CHEBI:28728;P15692;Q99988;Q9ULB4;O60258;P08620;P20333;P11362;P11511;CHEBI:35341;P01860;P01583;P01859;P13762;P58294;P04040;P11245;P53816;P04637;P39877;P19971;P21583;Q9NZH7;P14555;P05231;P59796;O15520;P60568;P01236;P55290;Q8WWZ1;Q9NZ20;P06734;P11487;Q30154;P05556;P08254;P10415;Q9HCN3;P01127;Q06643;Q6P1J6;O43915;Q9H159;Q9NPG4;P16035;P35354;P29474;Q96JQ0;P20701;CHEBI:16422;P22301;P10145;P12034;P55286;O60330;O94985;P03372;P55075;P17936;P09237;Q6V0I7;Q96JP9;P06756;P09038;Q92914;P01137;P01133;P05019;P31270;Q13093;Q9NP95;Q96AD5;Q07812;P18510;Q9NP80;P22223;P14210;Q96SL4;Q99487;P06729;P08648;P01911;Q9NZH8;P79483;P15018;CHEBI:16469;Q9GZV9;Q9BZM2;P09341;Q9UP65;P01579;P12830;Q13634;P13693;P30041;P01861;P07902;P01876;P18283;P09466;Q92731;P14061;P01833;P30711;P04792;Q9GZP0;P08887;P55287;P61328;P10767;CHEBI:50114
H01649	Schizophrenia	D012559	181500;600850;604906;603013	F20	6A20	NO_DATA	NO_DATA	NO_DATA	SCZD2;HTR2A;APOL2;SCZD1;DRD3;SCZD12;SYN2;NRG1;SCZD3;SCZD11;DISC1;AKT1;SCZD6;DISC2;MTHFR;CHI3L1;APOL4;RTN4R;C4A;SCZD5;DAOA;SCZD8;COMT;PRODH;SCZD7	P59103;A8K8E4;B3KRB3;A0A024R1M8;X5D2G4;P35462;Q9NRI5;Q92777;P28223;Q86VA8;Q9BZR6;P36222;Q8IU67;P42898;O43272;Q9BQE5;P0C0L4;Q6PK61;P31749;Q59GJ6;B0LPE5;A0A024R969;P21964;Q02297;Q9BPW4	Chlorpromazine hydrochloride;Fluphenazine decanoate;Perphenazine;Prochlorperazine maleate;Trifluoperazine hydrochloride;Thioridazine hydrochloride;Haloperidol decanoate;Haloperidol lactate;Molindone hydrochloride;Ziprasidone hydrochloride;Ziprasidone mesylate;Lurasidone hydrochloride;Thiothixene;Loxapine;Loxapine succinate;Clozapine;Olanzapine;Olanzapine pamoate;Quetiapine fumarate;Asenapine;Asenapine maleate;Risperidone;Aripiprazole;Aripiprazole lauroxil;Aripiprazole hydrate;Paliperidone;Paliperidone palmitate;Cariprazine hydrochloride;Brexpiprazole;Lumateperone tosylate	D00789;D00793;D00503;D00479;D00799;D00798;D01898;D08035;D00796;D01939;D02100;D04820;D00374;D02340;D00794;D00283;D00454;D06623;D00458;D11769;D02995;D00426;D01164;D10364;D10516;D05339;D05340;D09876;D10309;D11170	DB00477;DB00623;DB00850;DB00433;DB00831;DB00679;DB00502;DB00246;DB00246;DB00408;DB00408;DB00363;DB00334;DB00334;DB01224;DB00734;DB01238;DB01267	69-09-0;5002-47-1;58-39-9;84-02-6;440-17-5;130-61-0;74050-97-8;53515-91-6;15622-65-8;138982-67-9;199191-69-0;367514-88-3;5591-45-7;1977-10-2;27833-64-3;5786-21-0;132539-06-1;221373-18-8;111974-72-2;65576-45-6;85650-56-2;106266-06-2;129722-12-9;1259305-29-7;851220-85-4;144598-75-4;199739-10-1;1083076-69-0;913611-97-9;1187020-80-9	3649;5124;8028;8436;9710;48566;31664;NA;6966;32314;53757;70732;9571;50841;6549;3766;7735;NA;8708;NA;71245;8871;31236;90930;NA;82978;83807;90932;NA;NA	25.0	25.0	18.0	50613;17066;18101;16032;41139;16422;15344;17650;16919;16113;28918;17964;32805;18243;30769;17497;545959;15903;15428;16856;16344;17754;32398;16015;30797;17895;17295;16977;16857;17196;17191;15971;18019;17115;422;17053;16283;16196;30915;17268;15729;18357;15756;17347;32816;15891;16581;28790;18183;17775;36715;35619;15676;28195;18329;37023;16467;542034;16737;33198;18050;17351;16946;15603;16643;18089;18344;27823;28875;21547;42504;28842;29019;16414;9300;29009;16349;15724;16828;18135;16814;15843;17515;17697;16001;42111;11909;16229;846276;18185;17026;30746;33070;28822;32425;32365;70808;23956;15550;28453;17858;15966;16523;28952;8387;36999;566274;17364;73002;72998;73858;86255;28733;73707;86248;15773;35936;47767	118.0	KMN574	190.0	CHEBI:16857;CHEBI:37023;CHEBI:28842;Q9BPW4;P11532;CHEBI:17268;P08908;P28221;Q8TCU5;CHEBI:21547;CHEBI:17196;CHEBI:15729;CHEBI:15550;O60391;X5D2G4;Q70Z44;CHEBI:16467;CHEBI:17497;CHEBI:32398;P34969;P46098;CHEBI:9300;B0LPE5;P21964;CHEBI:18019;P50406;Q9NRI5;CHEBI:16349;P35462;CHEBI:18050;CHEBI:16344;CHEBI:15603;CHEBI:11909;P36544;CHEBI:8387;CHEBI:16814;CHEBI:16643;CHEBI:17053;CHEBI:30746;CHEBI:422;CHEBI:15843;CHEBI:15428;CHEBI:28875;P48454;CHEBI:73858;P14920;CHEBI:17115;Q12879;Q8IU67;P14416;CHEBI:36715;A0A024R1M8;CHEBI:18344;CHEBI:566274;CHEBI:28790;CHEBI:23956;CHEBI:17895;CHEBI:72998;Q92777;O43272;CHEBI:28952;Q9BQE5;CHEBI:16946;CHEBI:16283;CHEBI:16865;CHEBI:17650;CHEBI:17697;CHEBI:15966;CHEBI:28733;CHEBI:28453;Q15303;P59103;CHEBI:15724;CHEBI:15344;CHEBI:17858;CHEBI:16229;CHEBI:86248;CHEBI:36999;MIMAT0000462;P42898;CHEBI:16032;CHEBI:17066;CHEBI:16828;CHEBI:545959;CHEBI:35619;B3KRB3;CHEBI:17026;P41595;A5X5Y0;CHEBI:17351;CHEBI:15891;CHEBI:32425;CHEBI:41139;CHEBI:17754;CHEBI:17364;CHEBI:18329;O60941;Q7Z429;P28335;O95264;CHEBI:18089;CHEBI:16977;Q9P2U7;Q96EV8;P28566;CHEBI:16414;P21860;Q6PK61;CHEBI:73002;CHEBI:15971;CHEBI:15773;O15399;CHEBI:16523;P36222;CHEBI:32805;Q96RI8;A8K8E4;CHEBI:16856;O75052;Q14957;CHEBI:17515;Q59GJ6;Q13224;Q02297;CHEBI:27823;Q8WXA8;CHEBI:16001;CHEBI:16581;CHEBI:32365;P28223;CHEBI:542034;CHEBI:30769;CHEBI:17295;CHEBI:18135;CHEBI:16196;P30939;CHEBI:30797;Q9BZR6;CHEBI:15676;CHEBI:35936;CHEBI:15355;CHEBI:29019;CHEBI:18357;CHEBI:17964;CHEBI:47767;CHEBI:16422;CHEBI:17775;Q8IU97;CHEBI:33198;Q86VA8;CHEBI:29009;CHEBI:16113;CHEBI:16737;CHEBI:17347;P0C0L4;CHEBI:18237;CHEBI:86255;CHEBI:73707;Q13639;Q9Y4J8;Q05586;CHEBI:18243;P49798;CHEBI:18183;Q14832;Q9ULC8;CHEBI:50613;CHEBI:846276;CHEBI:42504;CHEBI:32816;CHEBI:42111;CHEBI:28195;O00192;CHEBI:30915;A0A024R969;P31749;CHEBI:15903;CHEBI:28822;CHEBI:70808;CHEBI:15756;P47898;CHEBI:18101;CHEBI:28918;CHEBI:16015;O14732;CHEBI:33070;P28222;CHEBI:16919;CHEBI:17191;CHEBI:18185
H01653	Bipolar disorder	D001714	125480;309200	F31	6A60;6A61	NO_DATA	Manic depressive illness	NO_DATA	NO_DATA	NO_DATA	Divalproex sodium;Lamotrigine;Chlorpromazine hydrochloride;Ziprasidone hydrochloride;Lurasidone hydrochloride;Loxapine;Olanzapine;Quetiapine fumarate;Asenapine maleate;Lithium carbonate;Risperidone;Aripiprazole;Aripiprazole hydrate;Cariprazine hydrochloride;Fluoxetine hydrochloride;Olanzapine and fluoxetine hydrochloride	D00304;D00354;D00789;D01939;D04820;D02340;D00454;D00458;D02995;D00801;D00426;D01164;D10516;D09876;D00823;D10206	DB00510;DB00555;DB00477;DB00246;DB00408;DB00334;DB01224;DB00734;DB01238;DB00472	76584-70-8;84057-84-1;69-09-0;138982-67-9;367514-88-3;1977-10-2;132539-06-1;111974-72-2;85650-56-2;554-13-2;106266-06-2;129722-12-9;851220-85-4;1083076-69-0;56296-78-7;NA	4667;6367;3649;32314;70732;50841;7735;8708;71245;6504;8871;31236;NA;90932;5119;NA	0.0	0.0	10.0	17650;27823	2.0	KMN576	65.0	P23763;CHEBI:17287;Q9Y2I2;Q92777;Q14833;P05023;Q99933;P42261;O95249;CHEBI:17650;P14415;Q9NYM9;P17600;CHEBI:21547;O00168;CHEBI:18237;Q14802;Q15836;P59103;P31645;P61278;P63027;O00634;Q9ULV0;P56645;Q9HB63;P49841;P14778;CHEBI:15422;O14653;P08247;P14136;P05231;Q13224;Q14832;O15516;P50993;CHEBI:27823;P54710;Q12955;P05026;P54709;O14994;Q9UNS1;P17677;Q13733;P10415;Q16620;Q99259;P04150;O00327;Q8WTR8;Q13936;CHEBI:16015;O95631;P16220;P14920;P23560;Q86XP1;O15498;O75396;Q96CW9;P13637;Q13002;P35222
H01656	Psoriasis	D011565	177900;602723;614070;614204;616106	L40	EA90	NO_DATA	NO_DATA	NO_DATA	HLA-C;CARD14;TRAF3IP2;IL36RN;AP1S3	O43734;Q9BXL6;Q96PC3;Q95HC2;A0A024R518;Q6R739;P10321;Q9UBH0	Dexamethasone sodium phosphate;Hydrocortisone;Prednisolone;Betamethasone dipropionate;Calcitriol;Anthralin;Methoxsalen;Calcipotriene;Calcipotriol hydrate;Tazarotene;Calcipotriene and betamethasone dipropionate;Halobetasol and tazarotene;Acitretin;Methylprednisolone;Desoximetasone;Halobetasol propionate;Clobetasol propionate;Corticotropin;Cortisone acetate;Methotrexate;Methotrexate sodium;Tofacitinib citrate;Apremilast;Etanercept;Infliximab;Adalimumab;Ustekinumab;Secukinumab;Brodalumab;Ixekizumab;Guselkumab;Tildrakizumab;Risankizumab;Cyclosporine	D00975;D00088;D00472;D01637;D00129;D00233;D00139;D01125;D10198;D01132;D10534;D11932;D02754;D00407;D03697;D04409;D01272;D00146;D00973;D00142;D02115;D09783;D08860;D00742;D02598;D02597;D09214;D09967;D10061;D10071;D10438;D10400;D11052;D00184	DB01234;DB00741;DB00860;DB00443;DB00136;DB00553;DB02300;DB00799;DB00459;DB00959;DB00547;DB00596;DB01013;DB01285;DB01380;DB00563;DB00563;DB00005;DB00065;DB00051;DB00091	2392-39-4;50-23-7;50-24-8;5593-20-4;32222-06-3;1143-38-0;480-22-8;298-81-7;112965-21-6;147657-22-5;118292-40-3;NA;NA;55079-83-9;83-43-2;382-67-2;66852-54-8;25122-46-7;9002-60-2;50-04-4;59-05-2;15475-56-6;540737-29-9;608141-41-9;185243-69-0;170277-31-3;331731-18-1;815610-63-0;1229022-83-6;1174395-19-7;1143503-69-8;1350289-85-8;1326244-10-3;1612838-76-2;59865-13-3	4462;17650;8378;31276;17823;37510;18358;50749;90861;32184;NA;NA;50173;6888;691037;NA;31414;3892;3897;44185;NA;71197;78540;4875;NA;NA;NA;NA;NA;NA;NA;NA;NA;4031	8.0	5.0	21.0	NO_DATA	0.0	KMN783	196.0	P61604;Q30KQ9;P50454;P29459;Q9UBG3;P16581;P04264;P01374;Q30KQ7;Q9BXL6;P81534;P07900;Q9UBY9;O00292;P01568;Q9UBH0;P42224;Q30KP8;Q30KQ5;Q9NRA1;O00585;P38570;P32881;Q5VWK5;O43734;P08575;P54652;P34932;P59861;P14316;Q96MM6;Q8N690;Q9UQV4;Q00653;Q96PC3;Q15517;Q9BYW3;Q9UJY1;P04085;O60602;P13645;P61812;Q8TD31;O75190;P48723;Q6R739;Q9BQS6;P31151;Q01151;Q9H1M4;Q7Z7B8;Q8NG35;Q99731;O43301;A8MXU0;P14625;Q96PH6;P05013;P49765;Q0VDF9;O60603;P01567;P10600;Q14116;P05014;P05362;P02489;P10809;P21781;P49767;Q9NZH6;P26010;Q8WTQ1;Q9NR97;Q4QY38;Q9UHA7;P0DP74;P01584;P11142;P17066;Q30KQ4;P29460;P48741;P01562;Q32MQ0;Q12931;O15263;P0DMV9;P49913;Q12988;Q92598;P01563;Q9GZX6;P01375;Q02790;P49763;Q9P0M4;P01903;A0A096LNP1;Q8TAD2;Q9Y2R2;O14558;P19838;P20702;P15692;P35228;Q99988;Q9BXR5;Q9NPF7;Q9H1M3;Q9NYK1;Q01196;Q9Y547;Q01201;O15455;P01566;P01583;P01571;P13762;P25686;P58294;Q8NES8;Q15399;O00206;P31689;Q9NZH7;P05231;P60568;P80511;Q8WWZ1;Q95HC2;P0DP73;Q30154;P60022;Q30KQ1;P01127;Q06643;O95757;O43915;Q8N104;P05015;Q04864;P48061;Q12918;P0DMV8;P05109;P34931;Q8NET1;P10145;P55774;P01569;Q9NYY1;O75953;P40763;Q16082;Q9BTE0;Q7Z7B7;Q8N687;Q96PD4;Q9UDY4;Q30KR1;P01137;Q30KQ8;P38646;P26951;O14745;P18510;P19320;P05412;Q30KP9;Q9NR96;P06702;P01911;Q9NZH8;P01570;P08238;P79483;A0A024R518;Q9Y2C9;P09341;Q5J5C9;P01579;Q9UHD0;Q04206;Q9UHF5;Q30KQ6;P10321;Q8N688;P02511;Q9H293;P25685;Q16552;Q9GZP0;Q8IZN7;P04792;P11021
H01658	Microscopic polyangiitis	D055953	NO_DATA	M31.7	4A44.A0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Rituximab	D02994	DB00073	174722-31-7	NO_DATA	0.0	0.0	1.0	NO_DATA	0.0	KMN804	31.0	P24158;P09603;P28068;P01583;P01920;P13762;P28067;P18510;P05164;Q9NZH7;Q14116;CHEBI:25029;P04440;P01909;P01911;Q9NZH8;P06340;P20036;Q8WWZ1;P79483;Q9NZH6;Q9UBH0;P01906;Q30154;Q9UHA7;P01584;P13765;CHEBI:16480;P05538;P01375;P01903
H01667	Medulloblastoma	D008527	NO_DATA	C71.6	2A00.10	NO_DATA	NO_DATA	NO_DATA	OTX2;APC;PTCH1;Axin1;MYC;TP53;NF2;hTERT;Axin2;KDM6A;CTNNB1;SUFU;MDM2;MEN1;SMO	A0A024R2Q3;O15550;Q59HG3;A0A024R5D2;P35222;Q99835;O00255;Q9UMX1;Q4LE70;O95996;Q53GA5;A0A0S2Z4R0;A0A024R1J8;P25054;P32243;Q9Y2T1;P01106;O15169;F1T0D1;P35240;K7PPA8;Q13635;O14746;Q00987;P04637	Carmustine	D00254	DB00262	154-93-8	3423	25.0	15.0	1.0	NO_DATA	0.0	KMN66	40.0	A0A024R1J8;Q13635;O00255;P08069;A0A024R5D2;Q53GA5;P01344;P35240;P25054;O14746;Q15303;A0A024R2Q3;O43490;Q4LE70;P04637;Q59HG3;P09619;P26447;A0A0S2Z4R0;P04198;Q9Y2T1;O15169;Q13163;P31751;Q9UMX1;Q00987;Q9Y243;P01106;K7PPA8;P04626;O95996;P10415;P31749;Q99835;F1T0D1;P13501;P16234;P32243;O15550;P35222
